actividad,prestatario,vacantes,nombre_largo,nombre_del_programa,fecha_inicio,fecha_termino,objetivo,justificación,domicilio,representante,medios_de_contacto_con_el_representante,apoyos
DESARROLLO DE PRÁCTICAS DE DISPOSITIVOS DIGITALES PROGRAMABLES EMPLEANDO VHDL.,SEES_DEPTO INGENIERIA ELECTRICA_CINVESTAV_IPN (100200504),15,SECCION DE ELECTRONICA DEL ESTADO SOLIDO DEL DEPARTAMENTO DE INGENIERIA ELECTRICA DEL CINVESTAV-IPN,DISEÑO DE CIRCUITOS INTEGRADOS VLSI (20103a2667),2022-03-16,2023-03-15,"Estudio y diseño de circuitos integrados VLSI analógicos y digitales para sistemas electrónicos, basados en herramientas de redes neuronales artificiales y lógica difusa con tecnología CMOS y MEMS.","Se requiere integrar sistemas electrónicos modernos y para esto se usan metodologías como las de redes neuronales artificiales, la lógica difusa y dispositivos programables como los FPGAs. Se cuenta con las herramientas adecuadas para este propósito.","Calle: AV. IPN, Núm. exterior: 2508, Núm. interior: 2508, Colonia: SAN PEDRO ZACATENCO, Delegación o Municipio: Alcaldía Gustavo A. Madero",MARIO ALFREDO REYES BARRANCA,"e-mail: rpsierra@cinvestav.mx, Tel: (55)57473777, Fax: (55)57473975","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
INDICADORES DE OPERACIÓN DE LA RED INTERNA DE BANCO DE MÉXICO,BANXICO (240800200),2,BANCO DE MEXICO,PROGRAMA DE APOYO AL SERVICIO SOCIAL EN EL BANCO DE MÉXICO A DISTANCIA (05006e8662),2022-06-16,2023-06-15,Apoyo en las actividades de investigación y desarrollo propias de Banca Central a través del Programa de Servicio Social a distancia.,Apoyo para la agilización y optimización de ciertas actividades a distancia propias de Banca Central y contribuir para que los estudiantes de nivel profesional se involucren en el medio laboral y se genera una fuente de reclutamiento adicional.,"Calle: AV. 5 DE MAYO, Núm. exterior: 2, Núm. interior: S/N, Colonia: CENTRO, Delegación o Municipio: CUAUHTÉMOC",KENIA SANTANA CRUZ,"e-mail: kenia.santana@banxico.org.mx, Tel: 52372000 ext. 6087, Fax:","BECA ECONÓMICA, Monto del Apoyo $ ,"
DISEÑO Y APLICACION DE SISTEMAS Y BASE DE DATOS,PROCURADURIA AGRARIA (240200400),10,PROCURADURIA AGRARIA,CALIDAD Y MEJORA CONTINUA (21004w0365),2022-02-16,2023-02-15,"Coadyuvar con los prestadores de servicio social en el desarrollo de programas y acciones de mejora continua, desarrollando los conociminetos adquiridos durante su formación para el logro de metas.",Contribuir al desarrollo y formación profesional de los prestadores de servicio social.,"Calle: 5 DE MAYO, Núm. exterior: 19, Núm. interior: 2DO. PISO, Colonia: CENTRO, Delegación o Municipio: CUAUHTEMOC",LUZ ELENA MUJICA SANCHEZ,"e-mail: mgarcia@pa.gob.mx, Tel: 5555215299, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO,"
APOYO A UPGPG A LA FORMACIÓN DE ESTUDIANTES MUJERES EN MENTORAS A DISTANCIA,UPGPG (100204301),0,UNIDAD POLITÉCNICA DE GESTIÓN CON PERSPECTIVA DE GÉNERO,TRANSVERSALIDAD DE LA PERSPECTIVA DE GÉNERO (A DISTANCIA) (05010a8268),2022-03-01,2023-02-28,"Proporcionar alternativas a las y los jóvenes para desarrollar sus habilidades y conocimientos a través de la prestación de su Servicio Social, mediante la modalidad a distancia, en congruencia con las indicaciones establecidas por las autoridades.","Proporcionar alternativas a las y los jóvenes para desarrollar sus habilidades y conocimientos a través de la prestación de su Servicio Social, mediante la modalidad a distancia, en congruencia con las indicaciones establecidas por las autoridades.","Calle: AV. IPN ESQ. WILFRIDO MASSIEU. BIBLIOTECA NACIONAL DE CIENCIA Y TECNOLOGÍA DEL IPN, Núm. exterior: S/N, Núm. interior: S/N, Colonia: ZACATENCO, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",LILIA CRISTINA ELIZONDO RUIZ,"e-mail: genero@ipn.mx, Tel: (55)57296000 Extensión 54356, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
PROGRAMA DE SERVICIO SOCIAL EN APOYO AL CECYT NO. 8,CECYT NO. 8 (100100900),56,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 8 ""NARCISO BASSOLS""",PROGRAMA DE S.S. PARA ALUMNOS EXTERNOS EN APOYO A DIVERSAS ACTIVIDADES DEL CECYT NO. 8 (A DISTANCIA) (05200a8220),2021-09-01,2022-08-31,"Ejecutar actividades en apoyo a las actividades académicas y administrativas relacionadas con los procesos del CECYT No. 8 ""Narciso Bassols"" que coadyuven al desarrollo integral del estudiante.","Es importante contar con prestadores de Servicio Social que proporcionen apoyo a las actividades académicas y administrativas, para lograr las metas del Sistema de Gestión de Calidad de la Unidad Académica","Calle: AV. DE LAS GRANJAS, Núm. exterior: 618, Núm. interior: S/N, Colonia: JARDIN AZPEITIA, Delegación o Municipio: AZCAPOTZALCO",MODESTO GARCIA CORTES,"e-mail: diana_rios_candy@outlook.com, Tel: 57296000 EXT 64080, Fax:","CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO ADMINISTRATIVO Y A DOCENCIA,"RVOE ILB, PLANTEL CENTRO Y EDO. DE MEXICO (400001300)",10,"RVOE INSTITUTO LEONARDO BRAVO, PLANTEL CENTRO Y ESTADO DE MEXICO",APOYO ADMINISTRATIVO EXTERNOS A DISTANCIA (05580a8967),2022-03-16,2023-03-15,APOYO ADMINISTRATIVO Y DOCENTE,APLICAR A TODAS LA ESPECIALIDADES CON RVOE DEL INSTITUTO LEONARDO BRAVO A.C. CENTRO Y EDO. DE MEXICO.,"Calle: EZEQUIEL MONTES, Núm. exterior: 115, Núm. interior: S/N, Colonia: TABACALERA, Delegación o Municipio: CUAUHTÉMOC",JOSUE RICARDO MUÑOZ LUNA,"e-mail: fmjudith@hotmail.com, Tel: 57055453 ext: 202, Fax: 39650","ASESORÍA,"
APOYO AL PROGRAMA SERVICIO SOCIAL ÁREAS TÉCNICAS Y ADMINISTRATIVAS AEROMAR,AEROMAR (400027032),5,TRANSPORTES AEROMAR S.A. DE C.V.,SERVICIO SOCIAL ÁREAS TÉCNICAS Y ADMINISTRATIVAS AEROMAR (05356l6627),2022-07-16,2023-07-30,"Contribuir a la formación académica y capacitación profesional del prestador del servicio social, siendo este un espacio en el que podrá poner en práctica sus conocimientos teóricos. Además de desarrollar competencias requeridas en el campo laboral.","Contribuir a la apertura de espacios que permitan a las nuevas generaciones de profesionales adquirir habilidades y experiencias requeridas en la vida laboral, siendo este de carácter social.","Calle: HANGAR, Núm. exterior: 1, Núm. interior: S/N, Colonia: FEDERAL, Delegación o Municipio: VENUSTIANO CARRANZA",DIANA MONSERRAT CARBAJAL SUAREZ,"e-mail: diana.carbajal@aeromar.com.mx, Tel: 5551331107 EXT 1403, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ ,"
"APOYO EN LA ADMINISTRACIÓN DE SEGURIDAD EN REDES, A DISTANCIA.",I.C.A.C.C-UNAM (241308051),5,Instituto de Ciencias de la Atmósfera Cambio Climático de la UNAM,"APLICACIÓN DE LA INFORMATICA EN LA INVESTIGACIÓN DE LA ATMÓSFERA, AMBIENTE (A DISTANCIA) (05061d8619)",2022-05-01,2023-04-30,"Contribuir a los procesos, a las actividades de difusión y al desarrollo de software en el área de Ciencias de la Tierra.","En el área de Ciencias de la Tierra se requiere de personal capacitado en informática que puedan comprender, colaborar, asesorar y con ello difundir las investigaciones en el área.","Calle: CIRCUITO EXTERIOR, Núm. exterior: S/N, Núm. interior: S/N, Colonia: CIUDAD UNIERSITARIA, Delegación o Municipio: COYOACAN",ATILANO CONTRERAS RAMOS,"e-mail: seac@atmosfera.unam.mx, Tel: 55 5622 4059, Fax:","ASESORÍA, CAPACITACIÓN, CURSOS, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS,"
APOYO INFORMÁTICO,CENLEX-ZAC (100200402),4,CENTRO DE LENGUAS EXTRANJERAS-ZACATENCO,APOYO A LAS ACTIVIDADES ACADEMICO ADMINISTRATIVO DE LOS PROGRAMAS A CARGO DEL CENTRO (02660a1188),2022-06-01,2023-05-31,MEJORAR EL CUMPLIMIENTO DE LAS FUNCIONES DEL CENTRO,PARA DAR CUMPLIMIENTO A LAS ACTIVIDADES DEL CENTRO,"Calle: WILFRIDO MASSIEU, Núm. exterior: S/N, Núm. interior: S/N, Colonia: COL. LINDAVISTA, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",ADRIAN SOLANO PALMA,"e-mail: immartinez@ipn.mx, Tel: 57296000 ext. 54722, Fax: 57296000 EXT. 53648","CURSOS,"
APOYO EN EL DESARROLLO DE SOFTWARE QUE SISTEMATICE EL PROYECTO RED DE INFORMACIÓN DE VIOLENCIA A DI,SEMUJERES (220090000),9,SECRETARIA DE LAS MUJERES,ACCIONES PARA ERRADICAR LA VIOLENCIA DE GÉNERO A DISTANCIA (05240b8866),2022-01-01,2022-12-31,"APOYO EN EL SEGUIMIENTO Y ATENCIÓN A LOS CASOS DE VIOLENCIA DE GÉNERO QUE SE PRESENTEN, A DISTANCIA.","APOYO A LA INCORPORACIÓN DE LA PERSPECTIVA DE GÉNERO EN LA ADMINISTRACIÓN PÚBLICA DE LA CIUDAD DE MÉXICO, A DISTANCIA.","Calle: MORELOS, Núm. exterior: 20, Núm. interior: S/N, Colonia: CENTRO, Delegación o Municipio: CUAUHTÉMOC",FABIAN HERNANDEZ MONTOYA,"e-mail: ss.udach.semujeres@gmail.com, Tel: 5555122836 ext.603, Fax:","ASESORÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO A LAS ACTIVIDADES ADMINISTRATIVAS Y DOCENTES (A DISTANCIA),UPIICSA (100112900),445,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE INGENIERIA Y CIENCIAS SOCIALES Y ADMINISTRATIVAS,PROGRAMA DE APOYO EN ÁREAS ADMINISTRATIVAS DE ALUMNOS EXTERNOS (02400a2492),2022-03-16,2023-03-15,APOYAR LAS ÁREAS ADMINISTRATIVAS CON EL APOYO DE ALUMNOS EXTERNOS DE SERVICIO SOCIAL,"EL ALUMNO APLICARÁ LOS CONOCIMIENTOS ESCOLARES ADQUIRIDOS, EN LAS LABORES DE LAS ÁREAS ADMINISTRATIVAS DE LA UPIICSA","Calle: TÉ, Núm. exterior: 950, Núm. interior: S/N, Colonia: GRANJAS MEXICO, Delegación o Municipio: IZTACALCO",JORGE CHECA ROSAS,"e-mail: servicio.social_upii@ipn.mx, Tel: 56242000 ext. 70552, Fax:","ASESORÍA, PAPELERÍA,"
ACTIVIDADES VARIA DE LA DIRECCION GENERAL DE PROFESIONES,SEP DGP (241300047),68,"S.E.P., DIRECCION GENERAL DE PROFESIONES",APOYO A LA VIGILANCIA DEL EJERCICIO PROFESIONAL EN MÉXICO (20343c1537),2022-02-01,2023-01-31,LOS ALUMNOS TENDRÁN CONOCIMIENTO EN LA ELABORACION Y SEGUIMIENTO DE LOS CONVENIOS DE COORDINACION Y CONCENTRACION QUE SE SUSCRIBEN EN LA SECRETARIA DE EDUCACION PUBLICA,LOGRAR EL CUMPLIMIENTO VERAZ Y OPORTUNO DE LOS OBJETIVOS EN LA ELABORACIÓN Y SEGUIMIENTO DE LOS CONVENIOS DE COORDINACIÓN Y CONCENTRACIÓN QUE SE SUSCRIBEN EN LA SECRETARIA DE EDUCACIÓN PUBLICA EN MATERIA DE EJERCICIO PROFESIONAL.,"Calle: AV. REVOLUCIÓN, Núm. exterior: 1425, Núm. interior: P.B., Colonia: CAMPESTRE, Delegación o Municipio: ALVARO OBREGON",MARTHA GUADALUPE MAYA MARTINEZ,"e-mail: diana.martinez@nube.sep.gob.mx, Tel: 5536011000 ext. 61164, Fax:","ASESORÍA, MATERIAL Y EQUIPO, PAPELERÍA,"
APLICACION DE CONOCIMIENTOS EN SISTEMAS COMPUTACIONALES,CECYT NO. 1 (100100200),10,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 1 ""GONZALO VAZQUEZ VELA""","PROGRAMA DE SERVICIO SOCIAL PARA ALUMNOS EXTERNOS, EN APOYO AL CECYT 1 ""GVV"" , (02070a2210)",2022-03-01,2023-02-28,"APLICAR LOS CONOCIMIENTOS ADQUIRIDOS A NIVEL SUPERIOR EN LAS DIFERENTES AREAS DEL PLANTEL, EN EL APOYO DE MEJORAS CONTINUAS, RFEFLEJADAS EN LA ACTUALIZACION DEL CECYT.","QUE LOS CONOCIMIENTOS DE LOS ALUMNOS DE LAS DIFERENTES ESCUELAS SUPERIORES, RETRIBUYAN EN APOYO A LA COMUNIDAD DEL INSTITUTO.","Calle: AV. 510, Núm. exterior: 1000, Núm. interior: 1000, Colonia: EJIDOS DE ARAGON, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",MARIA DEL ROSARIO GARCÍA SUAREZ,"e-mail: jbuenrostrog@ipn.mx, Tel: (55) 56242000 ext: 71534, Fax: (55) 56242000 ext. 71562","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
APOYO,D.C.H. (100201400),13,DIRECCIÓN DE CAPITAL HUMANO,PROGRAMA MULTIFUNCIONAL DE CAPITAL HUMANO 1144 A DISTANCIA (05033a8322),2022-03-01,2023-02-28,"Impulsar el desarrollo profesional y human del pasante, mediante el compromiso social, activo y solidario en la solución de problemas o necesidades del Instituto, a través de actitudes cívicas, criticas, humanas y propositivas.","Contribuir a la formación integral de los estudiantes, mediante la participación y puesta en practica de sus capacidades en la solución de los problemas y necesidades dl Instituto, a través de actividades que fortalezcan su conciencia ética, moral, humanística y de retribución a la comunidad politécnica.","Calle: MIGUEL OTHON DE MENDIZABAL, Núm. exterior: S/N, Núm. interior: S/N, Colonia: RESIDENCIAL LA ESCALERA, Delegación o Municipio: GUSTAVO A. MADERO",MARICELA FERNANDEZ ZENDEJAS,"e-mail: lmejia@ipn.mx, Tel: 57296000 ext 51138, Fax: 57296000",
"COMBATIR EL RESAGO EDUCATIVO EN EL NIVEL BASICO, BRINDADO ASESORIAS A JOVENES DE ENTRE 12 Y 15 AÑOS",A. M. H. (221100000),5,ALCALDIA DE MIGUEL HIDALGO,MANTENIMIENTO A EQUIPOS (08011b2943),2022-03-16,2023-03-15,"El programa consiste en proporcionar espacio para que los estudiantes de nivel medio superior y superior den cumplimiento a la obligatoriedad de prestar servicio social y con ello vincularlos a las diferentes áreas de la Alcaldía, con lo que se fortalecerá en materia de recursos humanos.","Los prestadores desempeñaran un papel de soporte a los diferentes departamentos de la Alcaldía, a partir del perfil de la carrera para que de una forma práctica y de manera HIBRIDA les sea de provecho para el desarrollo de sus habilidades al momento de integrarse al mundo laboral.","Calle: AV. PARQUE LIRA, Núm. exterior: 94, Núm. interior: S/N, Colonia: OBSERVATORIO, Delegación o Municipio: ALCALDÍA MIGUEL HIDALGO",MARTE ÁLVARO RUIZ MONTES,"e-mail: gestion_sch@miguelhidalgo.gob.mx, Tel: 5276 77 00 ext: 7249, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , PAPELERÍA,"
APOYO A ACTIVIDADES DOCENTES Y ADMINISTRATIVAS DEL CECYT 2 (A DISTANCIA),CECYT NO. 2 (100100300),228,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 2 ""MIGUEL BERNARD""","SERVICIO SOCIAL INTRAINSTITUCIONAL EN EL CECYT ""MIGUEL BERNARD"" (02140a1964)",2022-06-01,2023-05-31,FOMENTAR LA PARTICIPACION DE ALUMNOS DE DIVERSAS DISCIPLINAS EN LAS DIFERENTES AREAS DEL PLANTEL.,"APLICACION DE LOS CONOMIENTOS ADQUIRIDOS, COMO UNA PORTACION EN BENEFICIO DE LA COMUNIDAD ESTUDIANTIL","Calle: AV.NUEVA CASA DE MONEDAD, Núm. exterior: 133, Núm. interior: S/N, Colonia: LOMAS DE SOTELO, Delegación o Municipio: MIGUEL HIDALGO",NADIA DENYS OJEDA LINARES,"e-mail: nojedal@ipn.mx, Tel: (55)57296000 ext. 67014, Fax: ext. 67080","ASESORÍA,"
SOPORTE TÉCNICO EN EL MANEJO DE SISTEMAS,STECDMX (220000500),4,SERVICIO DE TRANSPORTES ELECTRICOS DE LA CIUDAD DE MÉXICO,INFORMÁTICO-ADMINISTRATIVO PARA LA CONSERVACIÓN Y MANTENIMIENTO ELECTRICISTA (18123b1658),2022-03-01,2023-02-28,CONSERVAR Y MANTENER EN CONDICIONES ÓPTIMAS DE FUNCIONAMIENTO LAS INSTALACIONES TÉCNICO ELÉCTRICAS Y LOS SISTEMAS DE CONTROL DE MANDO DEL ORGANISMO,LA FINALIDAD ES CUBRIR LAS EXPECTATIVAS ACADÉMICAS DE LOS PRESTADORES DE SERVICIO SOCIAL EN CADA ÁREA Y COADYUVAR EL SERVICIO EN EL ORGANISMO,"Calle: AV. MUNICIPIO LIBRE OTE., Núm. exterior: 402, Núm. interior: S/N, Colonia: SAN ANDRÉS TETEPILCO, Delegación o Municipio: IZTAPALAPA",ADAN ERIK CASTRO LARA,"e-mail: serviciosocialste@ste.cdmx.gob.mx, Tel: 25950000 Ext. 304, Fax:","ASESORÍA, MATERIAL Y EQUIPO, PAPELERÍA,"
INSTALACIÓN Y PUESTA EN MARCHA DE NODOS DE DATOS PARA LA RED LAN,S.A.y F. de la CD. MEX. (220001207),150,SECRETARIA DE ADMINISTRACIÓN Y FINANZAS DE LA CIUDAD DE MEXICO,SOPORTE TÉCNICO INFORMÁTICO EN LA SAFCDMX. (20023b7656),2022-06-16,2023-06-15,"EL ESTUDIANTE A TRAVÉS DE LA FORMACIÓN ACADÉMICA, COADYUVE EN LA EN LA MEJORA DEL SISTEMA DE ATENCIÓN ELECTRÓNICO QUE SE BRINDA DENTRO DE LAS DEPENDENCIAS ADSCRITAS A LA SECRETARIA DE ADMINISTRACIÓN Y FINANZAS DE LA CIUDAD DE MÉXICO.","PROPORCIONAR UN ESPACIO PARA QUE LOS ESTUDIANTES CON LA FINALIDAD DE QUE CUMPLAN CON LA PRESTACIÓN DE SU SERVICIO SOCIAL, ACCIÓN QUE REPERCUTIRÁ EN EL CUMPLIMIENTO DE LAS METAS ESTABLECIDAS PARA LA DEPENDENCIA PARALELAMENTE CON LA PRÁCTICA DE LOS ESTUDIANTES CON LOS CONOCIMIENTOS ADQUIRIDOS EN SU FORMACIÓN ACADÉMICA.","Calle: DR. LAVISTA, Núm. exterior: 144, Núm. interior: S/N, Colonia: DOCTORES, Delegación o Municipio: CUAUHTEMOC",CARLOS URBINA TELLO,"e-mail: serviciosocial@finanzas.cdmx.gob.mx, Tel: 51342500 ext. 1049, Fax:","ASESORÍA, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO A LAS DIVERSAS ACTIVIDADES DEL PLANTEL,IMEP SANTA MARTHA (400023602),35,"INSTITUTO MEXICANO DE EDUCACION PROFESIONAL, PLANTEL SANTA MARTHA",APOYO A LA COMUNIDAD (05453l4149),2022-07-01,2023-06-30,"QUE LOS PRESTADORES DE SERVICIO PUEDAN DESARROLLAR DE UNA MANERA INTEGRAL SUS CONOCIMIENTOS EN SU ÁREA DE ESTUDIO, CON LA FINALIDAD DE QUE OBJENGAN EXPERIENCIA Y PUEDAN INTEGRARSE DE UNA MANERA SATISFACTORIA A LA SOCIEDAD ECONOMICAMENTE ACTIVA.",LOS PRESTADORES DE SERVICIO SOCIAL TENDRAN LA OPORTUNIDAD DE APOYAR DIRECTAMENTE A LA COMUNIDAD DEL ORIENTE DE LA CIUDAD MEDIANTE ASESORIAS GRATUITAS EN SUS RESPECTIVAS ÁREAS DE DESARROLLO.,"Calle: CALZADA I. ZARAGOZA, Núm. exterior: 3001, Núm. interior: S/N, Colonia: SANTA MARTHA, Delegación o Municipio: IZTAPALAPA",ANA XIMENA HERNANDEZ MAYEN,"e-mail: imepbachillerato2016@gmail.com, Tel: 555733-4332 ext: 107, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO AL MANTENIMIENTO PREVENTIVO Y CORRECTIVO,S.C. (241301300),5,SECRETARIA DE CULTURA,TECNOLOGIAS PARA EL DISEÑO Y CREATIVIDAD TECNOLOGICA (20006c2633),2022-06-01,2023-05-31,"FORMAR TECNICOS APTOS, HABILES, CREATIVOS Y CON ACTITUD EMPRENDEDORA CAPACES DE OPTIMIZAR LOS PROCEOS DE FABRICACION POR MEDIO DE LA AUTOMATIZACION",QUE EL ESTUDIANTE LOGRE APLICAR LOS CONOCIMIENTOS ADQUIRIDOS EN LA CARRERA Y OTENGA EXPERIENCIA LABORAL COADQYUVANDO A SU VEZ AL CUMPLIMIENTO DE LOS OBJETIVOS Y METAS DEL CONACULTA,"Calle: REFORMA, Núm. exterior: 175, Núm. interior: 4O.. PISO, Colonia: CUAUHTEMOC, Delegación o Municipio: CUAUHTEMOC",LIZARDO MIJANGOS BAEZ,"e-mail: lrodriguez@conaculta.gob.mx, Tel: 41550200 ext. 9116, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
PLANEACIÓN ORGANIZACIÓN Y ADECUACIÓN DEL PROCESO DE LOS DIFERENTES DEPTO. DE LA ESM,ESM (100112700),61,ESCUELA SUPERIOR DE MEDICINA,PROGRAMA PARA ALUMNOS EXTERNOS A DISTANCIA EN APOYO A LA ESCUELA SUPERIOR DE MEDICINA (05380a8337),2022-03-01,2023-01-28,"PRESTAR ACTIVIDADES DE SERVCICIO SOCIAL A DISTANCIA EN ACTIVIDADES ACADEMICAS, ADMINISTRATIVAS O DE INVESTIGACION.",DERIVADO DE LA PANDEMIA COVID-19 SE INSTAURA ESTA MODALIDAD,"Calle: SALVADOR DIAZ MIRON, Núm. exterior: S/N, Núm. interior: S/N, Colonia: SANTO TOMAS, Delegación o Municipio: MIGUEL HIDALGO",MARIA DE LA LUZ REYES MADERO,"e-mail: servsocial.esm@ipn.mx, Tel: 57296300 ext 62724, Fax:","ASESORÍA,"
DISEÑO DE PROGRAMAS COMPUTACIONALES EN BENEFICIO DE LAS DEMANDAS CIUDADANAS,ALCALDIA IZTAPALAPA (220900000),-3,"GOBIERNO DE DE LA CIUDAD DE MÉXICO, ALCALDIA IZTAPALAPA",SERVICIO SOCIAL MULTIDISCIPLINARIO (22009b0270),2022-06-01,2023-05-31,"APOYO EN LAS ACTIVIDADES PARA MODERNIZAR LOS MECANISMOS DE FUNCIÓN AGILIZANDO PROCESOS DE TRABAJO ADMINISTRATIVOS Y OPERATIVOS DE DIVERSAS ÁREAS DE LA ALCALDÍA LZTAPALAPA, CON EL FIN DE OTORGAR UNA ATENCIÓN EFICIENTE Y EFICAZ A LOS HABITANTES DE LA DEMARCACIÓN","ATENDER AL 100% LA DEMANDA CIUDADANA, MEDIANTE LA INVESTIGACIÒN, ELABORACIÒN DE PROYECTOS, SUPERVISIÒN Y ORGANIZACIÒN DE LOS DIVERSOS PROGRAMAS ESTABLECIDOS, CON LA FINALIDAD DE BRINDAR A LOS USUARIOS UN SERVICIO DE CALIDAD Y EFICIENCIA","Calle: CUAUTEMOC, Núm. exterior: 6, Núm. interior: 2O PISO, Colonia: BARRIO SAN PABLO, Delegación o Municipio: IZTAPALAPA",ALFONSO SALVADOR ARMENTA ROJAS,"e-mail: serviciosocial_iztapalapa@hotmail.com, Tel: (55)89978122, Fax: (55)89978123","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , MATERIAL Y EQUIPO, PAPELERÍA,"
ANÁLISIS DE SISTEMAS INFORMÁTICOS Y BASE DE DATOS DE LAS DIFERENTES ÁREAS DEL ORGANISMO.,S.T.C. (220000200),9,SISTEMA DE TRANSPORTE COLECTIVO,APLICACIÓN Y DESARROLLO DE LOS SISTEMAS COMPUTARIZADOS (11108b0291),2022-07-01,2023-06-30,"Actualizar, programar y operar los sistemas computarizados en las diferentes áreas del Organismo.","Tratar de estar a la vanguardia con la tecnología de los sistemas de información lo cual permitirá agilizar los procesos de trabajo, propios de cada área así como los proyectos de mantenimiento en proceso de ejecución.","Calle: CALZADA IGNACIO ZARAGOZA (EST. BALBUENA), Núm. exterior: 241, Núm. interior: 1º PISO, Colonia: JARDÍN BALBUENA, Delegación o Municipio: VENUSTIANO CARRANZA",JOEL SIMBRÓN DEL PILAR,"e-mail: serviciosocial_balbuena@yahoo.com.mx, Tel: 57091133 Ext. 2546/2547, Fax: 57741572","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO EN EL DESARROLLO DE MÓDULOS NUEVOS PARA SISTEMAS LOCALES A DISTANCIA,D.V.D.R. (100202900),2,DIRECCIÓN DE VINCULACIÓN Y DESARROLLO REGIONAL,DESARROLLO Y MANTENIMIENTO DEL SISTEMA SABER A DISTANCIA (05537a8491),2022-03-01,2023-02-28,"Ofrecer oportunidades innovadoras de formación y especialización a jóvenes prestadores, que les permita ampliar sus expectativas profesionales con la visión de un trabajo colaborativo a distancia.","Brindar atención a las necesidades de desarrollo Nacional y Regional derivadas de la contingencia, promoviendo a su vez, la oferta de servicios académicos a distancia.","Calle: AV. JUAN DE DIOS BATIZ, Núm. exterior: S/N, Núm. interior: S/N, Colonia: ZACATENCO, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",FRANCISCO HIRAM GARCÍA ALONSO,"e-mail: kramosl@ipn.mx, Tel: 57296000 ext: 51711, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, MATERIAL Y EQUIPO,"
"APOYO EN SISTEMAS DE INFORMACIÓN, CONTROL DE EQUIPO, REDES, SOPORTE TÉCNICO,",CONAPRED (240401000),9,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACION,PREVENCIÓN Y ELIMINACIÓN DE LA DISCRIMINACIÓN (08029h1820),2022-05-16,2023-05-15,CONTRIBUIR EN LA CONSTRUCCIÓN DE UNA DEMOCRACIA CONSOLIDADA EN MÉXICO A TRAVÉS DE LA INVESTIGACIÓN DE CASOS CONCRETOS Y APLICACIÓN DE MEDIDAS ADMINISTRATIVAS.,"DESARROLLAR EN LA PERSONA PRESTADORA DE SERVICIO SOCIAL UNA CONCIENCIA DE SOLIDARIDAD Y COMPROMISO CON LA SOCIEDAD EN MATERIA DE PREVENCIÓN Y ELIMINACIÓN DE LA DISCRIMINACIÓN, ASÍ COMO CONTRIBUIR EN SU FORMACIÓN Y CAPACITACIÓN.","Calle: LONDRES, Núm. exterior: 247, Núm. interior: 1, Colonia: JUAREZ, Delegación o Municipio: CUAUHTEMOC",GUADALUPE DEL CARMEN RÍOS BENÍTEZ,"e-mail: rcastillop@conapred.org.mx, Tel: (55)52621490 EXT 5636, Fax:","ASESORÍA, BIBLIOGRAFÍA, CURSOS,"
